index,PC1,PC2,cluster,type
60,-0.2417100816742716,-0.03771007300498927,0,core
61,4.339514468717416,-0.36133435040315165,1,core
62,-0.24627133834462625,-0.5678878691668569,0,core
63,-0.2507598384562152,-0.90773627980711,0,core
64,0.02856825537160615,-2.091324758783864,0,core
65,-0.2593268027782464,0.24779370480594387,0,core
66,-0.23532459317116813,-0.5370873555710362,0,core
67,-0.42741955483008126,1.5556939297462078,0,core
68,-0.19971003658437012,-1.1137113298292372,0,core
69,-0.4164409497095077,0.08763040133733067,0,core
70,-0.17476901947685353,-0.5627896663783564,0,core
71,-0.21266580879794741,-0.5613794278969566,0,core
72,-0.2948900686125643,-1.330035108720848,0,core
73,-0.25353280380365334,-0.06907188387259346,0,core
74,-0.9620365024815667,4.27275452858284,0,core
75,-0.3814922673824991,-0.8270539144854403,0,core
76,-0.4397894736697489,0.5960947682384934,0,core
77,0.05828733603527138,-2.0530219131076066,0,core
78,-0.38718166551645933,0.6284005572198652,0,core
79,-0.10529577226753674,-1.1004768919827463,0,core
80,-0.3552917309920078,0.008117790603050583,0,core
81,-0.23282438529334254,-0.9526802997691888,0,core
82,-0.3298710487793247,0.04610518518927196,0,core
83,-0.21328649634464658,-1.0060290636386104,0,core
84,-0.312168998598802,0.2522378779942358,0,core
85,-0.37496734000961013,0.20202308262441807,0,core
86,-0.0876475467673876,-1.965325640522072,0,core
87,-0.16183928973304604,-0.6819394715074472,0,core
88,0.08587334201162183,-1.8353723494422043,0,core
89,-0.48636087359042685,1.1405067642549331,0,core
90,-0.43735676830378034,-0.07898369638341467,0,core
91,6.4052982884866765,0.457329173002973,1,core
92,-0.3669577255183506,1.0189547667414396,0,core
93,-0.4162891579418469,1.4237477804350978,0,core
94,-0.4440930334387773,1.6532967097099156,0,core
95,-0.2048490555040223,-0.5709964585590008,0,core
96,-0.48759852350377525,1.3012746195765994,0,core
97,-0.3549549538001311,-0.24995373582047345,0,core
98,-0.3022552476755938,-0.6333222425060067,0,core
99,-0.23608473739602243,-1.0295320355690774,0,core
100,-0.36443937096651113,-0.20636159896004752,0,core
101,-0.10781472417997014,-0.8950167232443359,0,core
102,-0.24517679289152203,-0.6416536072961215,0,core
103,-0.10711571607014775,-0.42489285676081984,0,core
104,-0.07723880413753223,-0.48900046322971386,0,core
105,-0.25147810456816705,-1.0362872179574376,0,core
106,-0.11886845400562394,-1.03748838424314,0,core
107,-0.7641859691690127,3.3086357447745605,0,core
108,-0.6694061537506294,2.1584700849048217,0,core
109,-0.07608204630870596,-1.50212648847057,0,core
110,-0.5267084054916578,1.1863962894029594,0,core
111,-0.32211413025602637,0.7279598794601938,0,core
112,-0.09371019753050504,-0.8569620177526167,0,core
113,0.0022172012694196518,-1.4597498452464568,0,core
114,-0.39337911687851773,0.9306477698808385,0,core
115,-0.06370032470911571,-2.026321123756794,0,core
116,-0.06289163541641574,-1.979476787388249,0,core
117,4.146649218938527,-0.017920868806034416,1,core
118,-0.2523306759046312,-0.1297312657974559,0,core
119,-0.14127181540427292,-0.4540250490645075,0,core
120,-0.26971775603098813,-0.9762893293139315,0,core
121,-0.11555748521611613,-1.5372644553958303,0,core
122,-0.7114109173907099,3.165012773446175,0,core
123,-0.23110914730579105,-0.21340632582114066,0,core
124,-0.2521230848361673,-1.6187212586078914,0,core
125,-0.0922874181057636,-2.023689932201231,0,core
126,-0.38425862974262914,0.380738887812037,0,core
127,-0.6555765807212236,2.206550456495348,0,core
128,-0.48619148525595324,0.45952611871414967,0,core
129,-0.37166728586989056,0.08740049874106713,0,core
130,-0.2766111977894958,-0.6663915773943306,0,core
131,-0.21442473921258645,-1.2171437319075822,0,core
132,0.0010985234350574047,-1.1622317885795057,0,core
133,-0.2549683284689737,0.46445962640004224,0,core
134,-0.044786624353487854,-1.4620739366350324,0,core
135,-0.07057913424510123,-2.034833218264632,0,core
136,-0.52611509463613,1.2947428794391258,0,core
137,-0.4832535082229217,1.2031195583487218,0,core
138,-0.31483164383716733,-0.23159444936327458,0,core
139,-0.5249527444959534,1.8140469065808138,0,core
140,-0.16734532926232662,-0.35557734816647235,0,core
141,-0.5352338405787359,0.5601305553980422,0,core
142,-0.39310912673111165,1.0797302179691306,0,core
143,-0.35458145760594156,-0.3902502609070681,0,core
144,-0.09494530485046473,-1.3295278984236267,0,core
145,-0.3523506745901456,0.48122113712705805,0,core
146,-0.42322159381052815,0.46652330165637773,-1,noise
147,7.396553071013143,2.82771468993458,1,border
148,0.03586979130848152,-1.6028294379841643,0,core
149,-0.12882480006521402,-0.29390816222259536,0,core
150,-0.050896983268300465,-1.9089540931076037,0,core
151,-0.318443989746188,0.6696090197942933,0,core
152,-0.48341794659930487,1.2174143530274526,0,core
153,-0.01792970581671587,-1.4271531945515632,0,core
154,-0.04441231711790755,-0.3132604968289818,0,core
155,-0.08294199411004019,-1.2619585013472858,0,core
156,-0.34257028911331144,0.28576178914529093,0,core
157,-0.06743795968994454,-1.1765307418205362,0,core
158,-0.3834262907828404,0.5389858174121127,0,core
159,-0.06724937975085915,-1.6861501730727075,0,core
160,-0.081696195305268,-1.626905752729686,0,core
161,-0.05341724647266092,-0.1709708033556675,0,core
162,-0.2574313782822682,-0.04825099898132836,0,core
163,-0.12212591661314148,-1.9955909819892057,0,core
164,-0.322877661537505,-0.5785897026420103,0,core
165,-0.5954911081690685,2.931076198576629,0,core
166,-0.038929052362200615,-1.3196882751563692,0,core
167,4.12412271417214,1.3822077983615346,1,core
168,-0.43444698186389097,0.5457781494906883,0,core
169,-0.42744040580408416,0.6394096112429416,0,core
170,-0.4440945867764999,0.042402343869778446,0,core
171,-0.17107409518142905,-1.1696703248156812,0,core
172,-0.15552795640216616,-1.3741726499369196,0,core
173,-0.4765445867413701,0.9050872906550496,0,core
174,-0.44060607878305147,0.4655323435258906,0,core
175,-0.379989213130957,0.7076348996011809,0,core
176,-0.6434815537347486,2.6101526654885023,0,core
177,-0.5718532429829816,2.252420152375723,0,core
178,-0.31328247146587423,-0.6116056372034074,0,core
179,-0.3909740398628071,-0.39699370702671183,0,core
180,-0.11728643710977271,-1.0054048716932682,0,core
181,-0.07967440117685332,-1.316960533208485,0,core
182,-0.20569572248286266,-1.2158100680460895,0,core
183,-0.3533219826517419,0.4406425224719014,0,core
184,0.014298067722056395,-1.592734460748937,0,core
185,-0.21835371293325193,-0.6974991231326387,0,core
186,-0.27715324842851985,-0.46914049711869077,0,core
187,-0.36823276829086377,0.5722922613008707,0,core
188,-0.11957433053685446,-0.8362955869124953,0,core
189,-0.09979803310238419,-0.7833874921285876,0,core
190,-0.23940268573261358,0.6542798236288242,0,core
191,-0.016893951596396204,-1.3138962134036267,0,core
192,-0.24546324922258475,-0.5807355643623227,0,core
193,-0.5340225307948073,1.5473488620793803,0,core
194,-0.19707903031906113,-0.4129268569072555,0,core
195,-0.03433299072178995,-1.1183051991729183,0,core
196,-0.03401966026425566,-1.3418556653556575,0,core
197,-0.1312957002397059,-0.8936544250842224,0,core
198,-0.2507637586954409,-1.5312359212605642,0,core
199,-0.06052188496746223,-0.28209185124453773,0,core
200,-0.49806467443262625,0.8105931990040811,0,core
201,-0.1878567519277996,-0.6227630561722451,0,core
202,-0.1792370789568237,-1.0199549291353012,0,core
203,-0.1061564922646616,-1.0247990155965057,0,core
204,-0.11059294666117278,-1.3560996224885964,0,core
205,-0.2903499996027195,-0.1463692666636917,0,core
206,-0.29188756124328996,-0.18137031550277685,0,core
207,-0.1743056401345798,-0.20419758660669576,0,core
208,-0.07624551301762207,-0.45795955187329057,0,core
209,-0.167674217625627,-0.678434387974002,0,core
210,0.08118955658593467,-2.0002265207336345,0,core
211,-0.13731476561302494,-1.1371401690626883,0,core
212,-0.39183778458089624,0.6092017529086,0,core
213,-0.1484883238963059,-0.9613856714851062,0,core
214,-0.10457654183811073,-0.5664797722443119,0,core
215,-0.4571913953748589,0.07162844641247192,0,core
216,-0.03375186093501578,-1.814828913115535,0,core
217,-0.14672153020725184,-1.180948438195504,0,core
218,-0.3989942238684683,0.9606981775160439,0,core
219,-0.017760250382935674,-1.2732328295689426,0,core
220,-0.34019097613116284,-1.1632765797607134,0,core
221,-0.3406898442225632,-0.9184825811202172,0,core
222,-0.25410873271131557,-0.46183339934318896,0,core
223,-0.4012051116021527,-0.3782306061376432,0,core
224,-0.5679460488857885,2.4481841040852172,-1,noise
225,-0.29768069479402004,-0.22100010951577181,0,core
226,-0.05523029452472348,-1.4406377528737355,0,core
227,-0.5627080133592971,2.179517189835809,0,core
228,-0.34968768182830495,-0.4123317488792645,0,core
229,-0.826588190851928,3.3226317469387125,0,core
230,-0.12590624536084466,-1.1376967431938052,0,core
231,5.413706683369566,-0.20903651380900917,1,core
232,-0.40191537765781843,-0.4749832540332979,0,core
233,0.13119567587097214,-1.7801039509896894,0,core
234,-0.012522580772494657,-1.6845447729046876,0,core
235,-0.09710419820285976,-1.1935628886265819,0,core
236,-0.4775611302194886,0.7303283390895942,0,core
237,-0.40696526530061833,1.0815806835387465,0,core
238,-0.11508267012645722,-0.3180561426938928,0,core
239,-0.12173748692372377,-0.5993000501903891,0,core
240,-0.09052553637799618,-1.4352650053658487,0,core
241,-0.4386628905854748,1.7041008851348585,0,core
242,-0.35090826101462624,1.2363014880289949,0,core
243,0.035461738824471185,-1.2236735825983942,0,core
244,-0.24566470414471678,-0.2785566817928353,0,core
245,-0.03539622888204532,-1.7820713151780028,0,core
246,-0.1654388665428161,-0.9726279645079393,0,core
247,-0.5216904532196454,1.6454177108918866,0,core
248,-0.6850878601350893,2.344933497856846,0,core
249,-0.10349247262251075,-0.3793469282052848,0,core
250,-0.35920707681162173,0.09338638753255249,0,core
251,-0.24292004040250337,-0.4144301189561759,0,core
252,-0.20452303755138823,-0.4593937747442169,0,core
253,-0.4922639047027384,1.2262720773749296,0,core
254,-0.4958944666505012,1.2418311251594816,0,core
255,-0.16465100036574226,-0.6467964323915317,0,core
256,-0.34035673486502277,-0.4083824458898852,0,core
257,-0.5802129865230572,1.935108840803954,0,core
258,-0.07699082047510407,-0.9802555153543888,0,core
259,-0.5466685933551931,1.1867994286340997,0,core
260,-0.37721524103865667,0.47758261530207086,0,core
261,-0.11253507679931672,-1.2687997205514363,0,core
262,-0.3609211098466588,0.3570830959599059,0,core
263,-0.24993066986045623,-1.3391002456873256,0,core
264,-0.18268754837081466,-0.2021698956672475,0,core
265,-0.06200399064414375,-1.1649136908729933,0,core
266,6.683989715675144,-0.6377720898673378,1,core
267,-0.2136450353063257,-0.8265859567309637,0,core
268,-0.26566504733799085,-0.509926686230424,0,core
269,-0.0811468722930403,-1.775755641370504,0,core
270,-0.23426361462824835,-0.9448038803364763,0,core
271,-0.13098338330979742,-0.9206540523449601,0,core
272,-0.22563929157719664,0.5373802818273511,0,core
273,-0.24623808510756592,-0.25350515843313515,0,core
274,6.883364316076639,5.961808249073135,-1,noise
275,-0.35658033129066496,-0.5757733226568638,0,core
276,-0.20164681337047563,-0.9053243714548863,0,core
277,-0.19468595147666723,-0.7734725760920591,0,core
278,-0.21312275620166063,-1.2775675800608255,0,core
279,-0.3597651055339405,-0.31657984132850625,0,core
280,-0.242979167216114,-0.6331941427371808,0,core
281,-0.27127498563713726,0.02910175577609302,0,core
282,-0.4677151152002136,0.719600285795544,0,core
283,4.296658054155534,-0.7988152688696527,1,core
284,0.011443451767611818,-2.3347350797374546,0,core
285,-0.10560430164470742,-1.6796317991507639,0,core
286,-0.02700544229318983,-0.6584204302519321,0,core
287,-0.10049406365106517,-1.3174112525349724,0,core
288,-0.42208355263902225,1.590780977798171,0,core
289,-0.4104786311164133,0.6315673120308557,0,core
290,-0.406584410544538,0.8018735524271848,0,core
291,-0.8812176856954684,4.338853461281541,0,core
292,-0.32995462647024065,-0.22658297231222144,0,core
293,-0.2896144946774391,-0.9610336253902586,0,core
294,-0.3654669073752435,0.038426319263425684,0,core
295,-0.1673278651319218,-0.7601680568653749,0,core
296,-0.39482801542047646,0.30346213206626993,0,core
297,-0.1030546831848024,-0.8926715984706457,0,core
298,-0.5431088218883238,1.5275822432372648,0,core
299,-0.2080237707074098,-0.7922885744652561,0,core
300,-0.018116856061537404,-1.0267261884135397,0,core
301,-0.1879049726487442,-0.3482272913952365,0,core
302,-0.23412986975653052,0.03144911679804628,0,core
303,-0.08141319425336421,-1.7205483651823144,0,core
304,-0.27611647661031025,0.31024561995847644,0,core
305,-0.18333232166065583,-0.5166995153237127,0,core
306,-0.15301597808395356,-1.056922949406467,0,core
307,-0.3398133404312632,-0.5714552350065041,0,core
308,-0.246701817870398,-0.16013922061750197,0,core
309,-0.12530077483202348,-1.6888740229444896,0,core
310,-0.19237371183597016,-0.6412980999886675,0,core
311,-1.382324728221901,7.520804784605634,0,border
312,0.03658876881270135,-1.6153908166033377,0,core
313,-0.4973562672212284,1.2976223943534841,0,core
314,-0.07991808374226081,-0.9711198264839539,0,core
315,-0.579550778142453,1.9733175623216572,0,core
316,-0.1970990049301687,-1.191714694306069,0,core
317,-0.8035000602303376,2.6102690148861027,0,core
318,-0.26248852069227835,-0.7285224941689022,0,core
319,-0.13357851658349268,-1.2937387232953739,0,core
320,-0.40731586789280627,0.6533389881689975,0,core
321,-0.1865750333922662,-0.6362652798277358,0,core
322,-0.10168153361913078,-0.9641035524750611,0,core
323,-0.12213105027636437,-0.21173808817171308,0,core
324,-0.28024594558416466,-0.5830446800292854,0,core
325,-0.18601270331236747,-0.7442526366801386,0,core
326,-0.22244658744154008,-1.1639717350209904,0,core
327,-0.2991673371684907,0.29327306218235033,0,core
328,-0.11260077651704341,-1.3301050132324632,0,core
329,-0.14349310021292014,-0.9214365672010506,0,core
330,-0.46081481059347107,0.8601891000213621,0,core
331,-0.17114807495957093,-0.11163023156337967,0,core
332,-0.3830482221193913,-0.006682076043810551,0,core
333,-0.3006727882780879,-0.7578370684636959,0,core
334,-0.4319423468217878,1.440578845823785,0,core
335,-0.38387187003715934,-0.5708894354643707,0,core
336,-0.09279406437668775,-0.763655756723259,0,core
337,-0.1805699621652679,-1.13869720666287,0,core
338,-0.19055699568771625,0.4130572472716366,0,core
339,-0.00532712095057536,-2.0947046305339865,0,core
340,-0.5083768657756684,2.591479401534563,0,core
341,0.10933428836165399,-2.3748039552029505,0,core
342,-0.3028947703259149,-0.09972872554449021,0,core
343,-0.3841569566179462,0.21239948972865139,0,core
344,-0.5275645252188939,1.6955153839386023,0,core
345,-0.1531416102441303,-0.8538137490808283,0,core
346,-0.09583544170622053,-1.03330962475093,0,core
347,-0.48086781742287243,0.41763116773502534,0,core
348,-0.096411328343562,-1.3256861125834547,0,core
349,-0.00844054437243933,-1.251081404463702,0,core
350,-0.17472531101356972,-0.4111264480371798,0,core
351,-0.1722657309638258,-1.555134731076926,0,core
352,-0.5297032706731685,0.2578310106330557,0,core
353,-0.07279276596235366,-1.095557981494106,0,core
354,-0.3663637102621806,0.11659907704471192,0,core
355,-0.45661583791103566,0.4989583330195337,0,core
356,5.499598275819677,-0.711607756781103,1,core
357,-0.5139315747561854,0.8495838367604545,0,core
358,0.009521282466628814,-1.9933145555479908,0,core
359,-0.5776543265545263,2.230073891505582,0,core
360,-0.23852753789281286,-0.3092268791059343,0,core
361,-0.2638330947422056,0.5506859511813375,0,core
362,-0.2119419598049972,-0.04793079917762681,0,core
363,-0.22762988423521807,-0.3275047169681501,0,core
364,-0.39673426804935086,0.8159382476945758,0,core
365,-0.28867304939340144,-0.48838578859254717,0,core
366,-0.3673448923193025,-0.8547823828763863,0,core
367,-0.20746037337517378,-0.6511264810104623,0,core
368,-0.3999108793264212,0.5381995931213838,0,core
369,-0.10567455791070843,-1.6548557368587422,0,core
370,-0.3530102792418578,-0.23289801448740097,0,core
371,-0.48452339063986977,0.8018612572201941,0,core
372,0.02296283556935379,-1.6865881413132184,0,core
373,-0.4171207353089065,0.7579371910996751,0,core
374,-0.43471651853919346,1.1770737420226278,0,core
375,-0.2667044673482903,-0.06325384847649831,0,core
376,-0.24758253914352238,-0.5268650336606602,0,core
377,-0.1523001722375526,-1.9299257865020936,0,core
378,-0.19269121032798706,-1.027528649516264,0,core
379,-0.2969393467484745,-0.267957252213674,0,core
380,-0.3546245378710794,0.573605918311064,0,core
381,-0.04275062129460737,-1.1496594940498246,0,core
382,-0.12292536363089229,-1.1807112786362775,0,core
383,0.0012701843773496456,-1.3520924041037299,0,core
384,-0.21217804779586363,-0.4942056558003069,0,core
385,-0.38772680029649753,0.7338834749530125,0,core
386,-0.2558380174625441,-0.7068181537425869,0,core
387,-0.13071307898053522,-1.5680342401306084,0,core
388,-0.35552843762380293,0.2130919402805779,0,core
389,-0.08492606964793452,-1.0055765187427512,0,core
390,-0.4996558502222609,1.6715519183241394,0,core
391,-0.37866353269755526,0.17872482121741723,0,core
392,-0.3796162666515821,-0.07510357992502961,0,core
393,-0.4424635547573142,1.0841670111104682,0,core
394,7.9800129224396485,-1.038057031608447,1,border
395,-0.2626982773475609,0.37656501274936616,0,core
396,-0.3521806243452932,-0.4631214434500399,0,core
397,0.03533251177730962,-1.3853892242865093,0,core
398,-0.12091925094070183,-1.2494652427620456,0,core
399,-0.6472458071102408,3.112578970461985,0,core
400,6.26340449474222,1.9506316768821268,1,core
401,-0.010410967442486142,-1.4085974385316908,0,core
402,-0.340200495563734,-0.19904833544583975,0,core
403,-0.3568796240426676,1.2019246257289422,0,core
404,-0.17237158037872774,-0.9099246228755016,0,core
405,-0.26195171123714983,-0.2388577463106446,0,core
406,-0.17350649450959177,-0.7344522177605091,0,core
407,-0.20331882307445362,-0.80627271126326,0,core
408,-0.14504694872366178,-0.3159841283667059,0,core
409,-0.3230134195292868,-1.2257228029105285,0,core
410,-0.31855159109327114,-1.0346752850375431,0,core
411,-0.2870928304036379,-0.8715164696370205,0,core
412,-0.3253683320973562,0.7483023528678632,0,core
413,-0.29734604148630606,0.48484597850634775,0,core
414,7.632866006445117,0.6959748167515537,1,core
415,-0.1363175887409374,-1.0937826741524186,0,core
416,-0.38472170450177395,0.20294785299183069,0,core
417,-0.2815115949335295,-0.3492567616375769,0,core
418,-0.12884827523793788,-1.3240662751129397,0,core
419,-0.21079053987472576,-0.033522530758596306,0,core
420,-0.27122869549351347,0.14725810113964594,0,core
421,-0.3748501271793054,-0.3159765778851936,0,core
422,-0.1939858350417592,-1.606995390712781,0,core
423,-0.66321238832019,2.4656957309212815,0,core
424,-0.3026834185961664,0.3784614661090607,0,core
425,-0.3009014208753943,0.019208170733079996,0,core
426,-0.1749362296044567,-0.7159297096213434,0,core
427,-0.1252636510370763,-0.8978304590553128,0,core
428,-0.5149438426055628,2.4105817859597822,0,core
429,-0.13808741933627047,-0.4885841505945828,0,core
430,-0.20384321155076043,-0.37151942167607327,0,core
431,-0.5446503184098722,0.9463158125221589,0,core
432,-0.37562086329710953,0.31592566561694563,0,core
433,-0.18985732722918547,-0.678335715027636,0,core
434,-0.07895990279365948,-0.6145428573904012,0,core
435,-0.20580619331119937,-0.6993358998403033,0,core
436,-0.1932712485846193,-0.18548448635702683,0,core
437,-0.23866180805212028,-1.1559344568160703,0,core
438,-0.21768802094152442,-0.8587721473034787,0,core
439,-0.2580214236521989,-0.6950831787649325,0,core
440,-0.25509599997326593,-0.2668327622462932,0,core
441,-0.24998035951697176,-0.9213068078976646,0,core
442,-0.1896826696662048,-1.0119191112407553,0,core
443,-0.5711501772757058,0.9799366783719874,0,core
444,-0.2630562782486328,-1.1042040366410721,0,core
445,-0.11488824338581641,-1.3094147384624126,0,core
446,-0.02066955403181009,-1.1030659532480136,0,core
447,-0.37952608275966393,0.21738555163592763,0,core
448,-0.03942051509744324,-1.2209445037920492,0,core
449,-1.0995963046436223,6.068836561499559,0,border
450,-1.074275964727424,6.9612005376217345,-1,noise
451,-0.10668886142305815,-1.2836649988520843,0,core
452,-0.2934613195259028,0.42501121738476416,0,core
453,-0.03342252304308971,-1.2079435011141209,0,core
454,6.241056195055604,3.0212543681582895,1,core
455,-0.2292566780956641,-1.34196450019938,0,core
456,-0.16649181670904434,-0.3083157465882685,0,core
457,-0.2419366460669059,-0.7488093862721407,0,core
458,-0.37005975587782736,-0.12585320166183334,0,core
459,-0.06984710987677104,-0.8778883030924953,0,core
460,-0.13944189335800253,-1.2511548771042318,0,core
461,-0.29393739549124587,0.5054471495040516,0,core
462,-0.40455818300621643,-0.10438359806164355,0,core
463,7.67049623954798,-0.16402957955077277,1,core
464,-0.5813979028379078,1.1616437345893593,0,core
465,-0.5762139938602139,2.5152645501920654,0,core
466,5.42210324529617,0.1297629049338242,1,border
467,-0.48033522452503996,0.25406670034906326,0,core
468,-0.29381381404017143,-0.6710451076263111,0,core
469,-0.08463717776580244,-1.6461871772896166,0,core
470,-0.08718657845442,-1.7230868097755863,0,core
471,-0.1585191235115911,-0.9418103284437632,0,core
472,-0.4762819641418234,1.080520227054335,0,core
473,-0.16687586099823334,-0.684117769212617,0,core
474,-0.3736315294483481,1.1059935098291023,0,core
475,-0.7738339656686712,4.1171144793190715,0,core
476,4.131444823976104,0.5987390907853353,-1,noise
477,-0.2356508056607661,-0.9131412842090336,0,core
478,-0.33298276106630315,0.6505867831604872,0,core
479,-0.3299272636949147,-1.1415894973366338,0,core
480,-0.5089758919720101,1.2312549752737347,0,core
481,-0.18124206345901842,-0.41263587107118566,0,core
482,-0.00024157124839473045,-1.3902488343172654,0,core
483,-0.2901515958765948,-1.0723293354727648,0,core
484,-0.35130659805432235,0.15343310760253256,0,core
485,-0.3542631823159237,-1.1776093424775438,0,core
486,-0.6449188784775749,1.561537499320306,0,core
487,-0.6344576827936022,3.1068471839924396,0,core
488,-0.09673793496328001,-1.4222387352801336,0,core
489,-0.0846460211784338,-1.1002161185188062,0,core
490,-0.20456732856994359,-0.768031606809129,0,core
491,7.599943672021783,1.4950019096701705,1,core
492,-0.43241789575915196,0.2477765790595193,0,core
493,-0.03580313229879016,-1.709362078056441,0,core
494,-0.2822950826224005,0.24722092501690907,0,core
495,-0.6801335349383553,2.2143382664388622,0,core
496,-0.3288923445211225,-0.42440525858674705,0,core
497,-0.2081128651873005,-0.800792356835681,0,core
498,-0.3647735598785865,0.10982856657157061,0,core
499,-0.21809124424986637,-0.8370093805976394,0,core
500,-0.3232426549386867,-1.3461118159385328,0,core
501,-0.18581188422638367,-0.32850991529593104,0,core
502,-0.35204987010458705,-0.48398500044253634,0,core
503,-0.1685826560845839,-0.4635221050774443,0,core
504,0.010665320732756361,-2.173918981247955,0,core
505,-0.22653773688550688,-1.203510790971175,0,core
506,-0.41665009016325283,0.5868918535617933,0,core
507,-0.19897746401201558,-1.8398149626201374,0,core
508,7.373659558153794,1.6736755303964588,1,core
509,-0.16946024587397027,-1.4240368112620443,0,core
510,-0.36312324981304633,1.2701137854055937,0,core
511,-0.9188917780361517,3.8331985773512995,0,core
512,-0.055627482667827174,-1.511780276331548,0,core
513,-0.19361077681862787,-1.3603443634439292,0,core
514,-0.30097885434350063,0.0986360693727943,0,core
515,-0.3707166366231403,0.7270220649559368,0,core
516,-0.08924157366504054,-0.7534575376119232,0,core
517,-0.5122993333198481,1.4498865428509204,0,core
518,-0.0651102997811789,-0.8736939307763807,0,core
519,-0.04530409284544647,-1.8130986688351964,0,core
520,-0.2566812374666303,-0.929814440380093,0,core
521,-0.16998539376603372,-1.292194068856485,0,core
522,-0.2102735030039972,0.2846075074279188,0,core
523,-0.17396748491310093,-0.58391192935584,0,core
524,-0.3171071206796477,-0.4846192351038896,0,core
525,-0.8156573131617396,2.7628930704778045,0,core
526,-0.18506568413995836,-0.5826350741539194,0,core
527,-0.15129327338098844,-1.9315038609917061,0,core
528,-0.25396734003252514,-1.0258922322482138,0,core
529,-0.7187141354322534,3.068934372616625,0,core
530,-0.4343688058107499,1.2511722211553853,0,core
531,-0.3541507106700228,0.2116284806429338,0,core
532,3.964457247092993,1.1438274017314574,1,core
533,-0.39565715773809007,0.8137144213464185,0,core
534,-0.22335036639017147,-0.07788041131157207,0,core
535,-0.46596303847778,0.6262943402587733,0,core
536,-0.07402502893349763,-1.8257963413435836,0,core
537,-0.12997120510908358,-0.5670026419480788,0,core
538,-0.2577201974800962,-0.6359368252175763,0,core
539,-0.3291345862297629,-0.7185510115390473,0,core
540,-0.5841052488035566,2.7589029953062196,0,core
541,-0.13418440780193228,-1.4392341701286975,0,core
542,-0.17022462491989007,-1.2336090138651061,0,core
543,-0.6043287502239594,1.7356317282415838,0,core
544,-0.4942771187925618,0.926860418037091,0,core
545,-0.5212952203720818,1.0418206206635803,0,core
546,-0.25775281302719955,-0.22309259260215275,0,core
547,6.41182216843077,1.8281461530066128,1,core
548,-0.5190991318023168,1.6786101146643175,0,core
549,-0.2497118424816783,-0.3295639924084088,0,core
